cellName,coverage_bool_vcf,depth_vcf,coverage_bool_gvcf,depth_gvcf
A8_B003528,1,"['33', '54', '85', '99', '90', '46']",1,"['33', '54', '85', '99', '90', '46']"
A9_10001000325,1,['722'],1,['721']
A9_1001000408,1,"['138', '283', '296', '305']",1,"['540', '627', '690', '710', '710', '710', '710', '710', '527', '547', '568']"
A9_1001000412,1,"['173', '414', '415', '414', '388', '395']",1,"['783', '751', '796', '879', '816', '824', '769', '51']"
A9_B000860,1,"['2077', '2311', '2581', '2430', '2430', '2430', '1859']",1,"['2080', '2313', '2422', '1858']"
A9_B000863,1,"['62', '307', '540']",1,"['62', '278', '540']"
A9_B001470,1,"['204', '337', '362', '333', '299', '269']",1,"['204', '337', '362', '333', '299', '269']"
A9_B001543,1,"['497', '548', '391']",1,"['496', '548', '391']"
A9_B001554,1,"['65', '48', '82', '110', '87', '166', '168', '240', '165']",1,"['65', '48', '82', '110', '87', '166', '168', '240', '165']"
A9_B002573,1,"['304', '344', '344', '408', '401', '431', '416', '416', '269', '372']",1,"['304', '344', '344', '408', '401', '431', '416', '416', '268', '371']"
A9_B003527,1,"['1692', '1810', '1935', '2220', '2036', '2036', '2038', '1908', '1692', '1454']",1,"['1699', '1811', '1936', '2085', '1906', '1690', '1453']"
A9_B003577,1,"['34', '63', '192', '171', '220', '185', '209']",1,"['34', '63', '192', '171', '220', '185', '209']"
A9_B003588,1,"['17', '17', '222', '393', '454', '649', '638']",1,"['17', '17', '220', '393', '454', '649', '638']"
A9_B003647,1,"['2026', '2679', '2670', '2751', '2559', '2485', '2094']",1,"['2031', '4', '2401', '2668', '2574', '2492', '2083']"
B10_1001000340,1,['20'],1,['20']
B10_1001000408,1,"['164', '383', '303']",1,"['540', '603', '728', '616', '516']"
B10_1001000412,1,"['656', '681', '781', '691', '651']",1,"['1190', '1279', '1376', '1147', '1257', '1292', '1093']"
B10_B000860,1,"['226', '679', '679', '679', '999', '1071', '1170']",1,"['133', '655', '655', '655', '952', '1046', '1167']"
B10_B000863,1,"['2446', '2', '2922', '3169', '2810']",1,"['2451', '2918', '3013', '2810']"
B10_B001007,0,0,0,0
B10_B001548,1,"['145', '278', '293', '292']",1,"['145', '278', '293', '292']"
B10_B001556,1,"['20', '18']",1,"['20', '18']"
B10_B001558,1,['440'],1,['440']
B10_B002573,1,"['57', '121', '136', '230']",1,"['57', '121', '136', '230']"
B10_B003518,1,"['4', '651', '745', '866', '866', '866', '866', '866', '866', '866', '866', '691', '692']",1,"['4', '651', '745', '691', '692']"
B10_B003522,1,"['1224', '1349', '1541', '1133', '1405']",1,"['1224', '1199', '1544', '1132', '1406']"
B10_B003529,1,"['5', '330', '747', '342']",1,"['5', '330', '747', '342']"
B10_B003577,1,"['36', '164', '147', '146']",1,"['36', '164', '147', '146']"
B10_B003588,1,"['17', '67', '17', '27', '34']",1,"['17', '67', '17', '27', '34']"
B10_B003995,1,"['66', '65']",1,"['66', '65']"
B11_1001000407,1,"['268', '673', '598', '627']",1,"['475', '1171', '1303', '955', '1063', '1071']"
B11_1001000408,1,"['164', '259', '285', '261', '320', '336']",1,"['14', '297', '556', '587', '729', '638', '653']"
B11_1001000412,1,"['190', '387', '445', '495', '363', '388', '417']",1,"['343', '732', '883', '885', '694', '866', '716', '716', '716', '892', '877']"
B11_B000860,1,"['978', '968', '1211']",1,"['813', '913', '977', '967', '1211', '1145']"
B11_B000861,1,"['1111', '1446', '1340', '1035']",1,"['1111', '1247', '955']"
B11_B001543,1,"['61', '133', '80', '77', '75', '88']",1,"['61', '133', '80', '77', '75', '88']"
B11_B001554,0,0,0,0
B11_B003115,1,"['217', '865', '1044', '1187', '1055', '711', '36']",1,"['217', '865', '1043', '1187', '1055', '706', '36']"
B11_B003527,1,"['1556', '4', '1816', '1896', '1878', '1740', '1740', '1741', '1692', '1505', '1283']",1,"['1553', '3', '1656', '1900', '1880', '1635', '1635', '1636', '1690', '1504', '1288']"
B11_B003588,1,"['1873', '2090', '2202', '2399', '2010', '1922']",1,"['1803', '2089', '2202', '2006', '1854']"
B12_1001000407,1,"['969', '1112', '1255', '1056', '963', '873']",1,"['1645', '1885', '2065', '1949', '1949', '1954', '1767', '1898', '1751', '1404']"
B12_1001000408,1,"['371', '554', '550', '550', '550', '551', '452', '437', '483', '423', '395']",1,"['687', '1076', '1019', '1019', '1019', '1020', '962', '906', '855', '860', '809', '654', '55']"
B12_1001000412,1,"['612', '615', '701', '684', '589']",1,"['1038', '1226', '1422', '1155', '1160', '1072', '927']"
B12_B001007,0,0,0,0
B12_B002573,1,"['594', '613', '648', '648', '648', '366']",1,"['594', '613', '626', '626', '626', '366']"
B12_B003527,1,"['11', '1926', '1959', '2021', '2167', '1822', '1718', '1506']",1,"['11', '1923', '1955', '2025', '2045', '1818', '1740', '1506']"
B12_B003529,1,"['223', '144', '169', '157', '151', '184', '96']",1,"['223', '144', '169', '157', '151', '184', '96']"
B12_B003588,1,"['49', '54', '89', '94']",1,"['49', '54', '89', '94']"
B12_B003771,1,"['310', '310', '236', '279', '11']",1,"['310', '310', '236', '279', '11']"
B12_B003776,1,"['1657', '1566', '1728', '2056', '1610', '1660', '1258', '111']",1,"['1657', '1564', '1722', '1927', '1610', '1660', '1261', '111']"
B12_B003930,1,"['34', '341', '530', '813', '635', '536', '594']",1,"['34', '341', '530', '813', '635', '536', '594']"
B13_1001000407,1,"['480', '351', '403']",1,"['673', '952', '881', '715', '747']"
B13_1001000408,1,"['317', '294', '327', '279', '322']",1,"['573', '521', '651', '630', '562', '570']"
B13_1001000412,1,"['212', '595', '679', '623', '658', '562', '563']",1,"['960', '1116', '1356', '1156', '1156', '1235', '1156', '1235', '1107', '1063']"
B13_B000422,0,0,0,0
B13_B001008,1,"['77', '144', '116', '157', '116']",1,"['77', '144', '116', '157', '116']"
B13_B001010,1,"['861', '894', '933', '933', '931', '772', '894']",1,"['861', '894', '933', '933', '931', '772', '894']"
B13_B001016,1,"['108', '164', '192', '215', '149']",1,"['108', '164', '192', '215', '149']"
B13_B001557,1,"['130', '137', '123', '70', '111', '88', '162']",1,"['130', '137', '123', '70', '111', '88', '162']"
B13_B002077,1,"['283', '244', '239']",1,"['283', '244', '239']"
B13_B003112,1,"['90', '281', '152', '168', '438']",1,"['90', '281', '152', '168', '438']"
B13_B003522,1,"['55', '249', '336', '325', '300', '396']",1,"['56', '249', '336', '325', '300', '396']"
B13_B003527,1,"['1158', '1296', '1449', '1637', '1637', '1637', '1401', '1325', '1074', '1055']",1,"['1155', '1297', '1451', '1531', '1531', '1531', '1401', '1325', '1072']"
B13_B003588,1,"['1741', '2051', '2158', '2174', '2345', '2009', '2013']",1,"['1619', '2043', '2156', '2080', '2080', '2080', '2080', '2250', '2008', '2004']"
B13_B003771,1,['189'],1,['189']
B13_B003777,1,"['75', '71', '44', '33', '123', '90']",1,"['75', '56', '44', '33', '123', '90']"
B14_B000422,1,"['25', '100', '129', '6']",1,"['25', '100', '129', '6']"
B14_B001557,1,"['72', '78', '180', '150']",1,"['72', '78', '180', '150']"
B14_B002073,0,0,0,0
B14_B002074,0,0,0,0
B14_B002077,1,"['176', '579', '491', '479', '479', '466']",1,"['176', '579', '491', '479', '479', '466']"
B14_B002078,1,"['200', '392', '411', '281']",1,"['196', '392', '411', '281']"
B14_B003112,1,['68'],1,['68']
B14_B003126,1,"['268', '1516', '1572', '1600', '1779', '1706', '1630', '1584']",1,"['265', '1355', '1571', '1521', '1779', '1702', '1636', '1587']"
B14_B003191,1,"['10', '7', '11']",1,"['10', '7', '11']"
B14_B003930,1,"['24', '139', '101', '101', '121']",1,"['24', '139', '101', '101', '121']"
B14_B003995,1,"['75', '53', '56', '55', '79']",1,"['75', '53', '56', '55', '79']"
B15_1001000340,1,"['9', '18', '26', '22', '30']",1,"['9', '18', '26', '22', '30']"
B15_1001000407,1,"['207', '508', '546', '583', '488', '489', '489', '489', '582', '506']",1,"['365', '976', '994', '1125', '1146', '1006', '916', '868']"
B15_1001000412,1,"['368', '432', '486', '415']",1,"['769', '898', '1019', '976', '911', '911', '911', '911', '911', '911', '911', '950', '762', '820']"
B15_B001007,0,0,0,0
B15_B001543,1,"['489', '399', '460']",1,"['489', '399', '460']"
B15_B002074,1,['70'],1,['70']
B15_B002079,1,"['887', '827', '971', '879', '56', '46']",1,"['887', '827', '971', '879', '56', '46']"
B15_B003070,1,"['370', '490', '598', '611', '644', '607', '600', '544']",1,"['370', '451', '598', '611', '611', '610', '603', '544']"
B15_B003103,1,"['72', '193', '507', '648', '726', '571', '453']",1,"['72', '193', '507', '648', '726', '571', '453']"
B15_B003105,1,"['1078', '1282', '1345', '1345', '1345', '957', '1072']",1,"['1078', '1282', '1345', '1345', '1345', '957', '1072']"
B15_B003187,0,0,0,0
B15_B003191,1,"['1611', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '1542', '1633']",1,"['1608', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '1530', '1630']"
B15_B003518,1,"['746', '546', '830', '901', '970', '835', '798', '35']",1,"['661', '527', '830', '901', '972', '764', '802', '35']"
B15_B003527,1,"['1776', '1', '2058', '2087', '2131', '2131', '2131', '2131', '2131', '2131', '2131', '2131', '2131', '2131', '2131', '2131', '2131', '2131', '2011', '1869', '1498']",1,"['1772', '2068', '2087', '2007', '2007', '2007', '2007', '2007', '2007', '2128', '2007', '2007', '2007', '2007', '2007', '2007', '2007', '2007', '2007', '2010', '1869', '1500']"
B15_B003771,1,['11'],1,['11']
B15_B003775,0,0,0,0
B15_B003930,1,"['73', '78', '198', '483', '336', '278', '302']",1,"['73', '78', '198', '483', '336', '278', '302']"
B16_1001000340,0,0,0,0
B16_1001000407,1,"['798', '897', '823', '701', '661', '596']",1,"['1242', '1', '1155', '1549', '1605', '1343', '1201', '971']"
B16_1001000408,1,"['177', '213', '157']",1,"['419', '489', '482', '349', '329']"
B16_B001010,1,"['7', '1552', '1427', '1595', '1739', '1611', '1499', '1418', '58']",1,"['7', '1552', '1427', '1595', '1739', '1611', '1499', '1418', '58']"
B16_B001557,1,"['1757', '1472', '1566', '1777', '1867', '1745', '1745', '1745', '1744', '1837', '1775', '1749', '1648', '1642']",1,"['1757', '1472', '1566', '1777', '1867', '1745', '1745', '1745', '1744', '1837', '1775', '1749', '1648', '1642']"
B16_B003078,1,"['60', '4006', '4369', '4476', '4320', '4432', '5869', '4273']",1,"['1189', '3997', '4482', '4275', '4439', '5863', '4299', '2172']"
B16_B003116,1,"['413', '417', '508', '549', '549', '441', '486', '345', '301', '301', '259', '259']",1,"['413', '371', '510', '551', '551', '440', '485', '345', '301', '259', '259']"
B16_B003125,0,0,0,0
B16_B003126,1,['18'],1,['18']
B16_B003191,1,['100'],1,['100']
B16_B003518,1,"['67', '76', '64', '43', '26', '22']",1,"['67', '76', '64', '43', '26', '22']"
B16_B003527,1,"['1487', '1828', '1852', '1907', '1853', '1558']",1,"['1483', '1829', '1854', '1909', '1856', '1553']"
B16_B003588,1,['34'],1,['34']
B16_B003771,1,146,1,146
B16_B003920,1,"['16', '636', '699']",1,"['16', '563', '684']"
B17_B000420,1,"['1790', '1789', '1889']",1,"['1668', '1787', '1872']"
B17_B001007,0,0,0,0
B17_B001008,1,"['181', '1', '348', '331', '353']",1,"['181', '1', '348', '331', '353']"
B17_B001557,1,"['138', '1', '198', '205']",1,"['138', '1', '198', '205']"
B17_B002073,1,"['728', '923', '945', '644']",1,"['728', '923', '887', '643']"
B17_B002078,1,['494'],1,['494']
B17_B002079,1,749,1,749
B17_B002097,1,215,1,215
B17_B003071,1,"['393', '350', '403', '535']",1,"['393', '350', '402', '535']"
B17_B003105,1,"['419', '746', '894', '623', '890', '45']",1,"['419', '746', '894', '623', '890', '45']"
B17_B003588,1,"['2534', '2763', '2792', '2851', '2851', '2826', '2826', '3079', '3165', '2205']",1,"['2550', '2844', '2807', '2980', '2719', '3004', '3090', '2199']"
B17_B003654,1,"['10', '162', '468', '705', '772', '1452', '1303', '1263']",1,"['10', '161', '466', '705', '750', '1450', '1303', '1259']"
B17_B003776,1,"['207', '288', '268', '397', '463', '460', '456', '407']",1,"['207', '288', '268', '397', '407']"
B17_B003930,1,"['64', '17', '17', '316', '320', '405', '331', '365', '411', '464', '345', '398']",1,"['64', '17', '17', '316', '320', '405', '331', '365', '411', '464', '345', '398']"
B18_1001000407,1,"['673', '845', '811', '923', '707', '696', '673']",1,"['1224', '1346', '1574', '1361', '1298']"
B18_1001000408,1,"['435', '378', '398']",1,"['856', '772', '685']"
B18_B000422,1,['252'],1,['252']
B18_B001008,1,"['53', '59']",1,"['53', '59']"
B18_B002073,1,78,1,76
B18_B002074,1,17,1,17
B18_B003518,1,"['21', '345', '377', '375', '375', '375', '375', '375', '474', '375', '420', '310']",1,"['20', '345', '366', '364', '364', '364', '364', '364', '463', '364', '409', '310']"
B18_B003527,1,"['1291', '1748', '1653', '1374', '1190', '87']",1,"['1228', '2', '1748', '1652', '1373', '1185', '87']"
B18_B003654,1,"['816', '816', '716', '865', '1037']",1,"['818', '818', '866', '1036', '992', '992', '1091', '855']"
B18_B003771,1,"['130', '97']",1,"['130', '97']"
B18_B003894,1,"['796', '952', '1034']",1,"['796', '952', '1034']"
B18_B003995,1,"['31', '47', '6']",1,"['31', '47', '6']"
B19_B000420,1,"['1789', '1888', '2362', '2225', '2469', '2356', '2454', '2352']",1,"['1793', '1726', '2244', '2108', '2351', '2238', '2456', '2349']"
B19_B002073,1,"['683', '859', '663', '678']",1,"['683', '857', '663', '666']"
B19_B002077,1,"['393', '386', '432', '438', '462', '465']",1,"['393', '386', '432', '438', '462', '465']"
B19_B002079,1,127,1,127
B19_B003103,1,"['52', '714', '1524', '1841', '2258', '2191', '2191', '2191', '2359', '2194', '2256', '2066']",1,"['52', '714', '1524', '1841', '2258', '2191', '2191', '2191', '2359', '2194', '2256', '2066']"
B19_B003116,1,"['146', '124', '124', '221', '350', '330', '95', '45', '27']",1,"['146', '124', '124', '221', '350', '239', '330', '95', '45', '27']"
B19_B003654,1,"['218', '74', '128', '833', '853', '801', '1182']",1,"['213', '69', '747', '853', '776', '1183', '1057']"
B19_B003771,1,"['74', '29', '29', '299']",1,"['74', '29', '29', '299']"
B19_B003777,1,"['441', '723', '755', '849', '867', '514', '725', '725']",1,"['448', '718', '693', '849', '867', '514', '717', '717']"
B19_B003894,1,"['57', '271', '258']",1,"['58', '271']"
B19_B003920,1,['60'],1,['60']
B19_B003930,1,"['317', '536', '523', '743', '931', '738']",1,"['317', '536', '523', '743', '931', '738']"
B1_1001000407,1,"['749', '721', '780', '809', '809', '809', '832', '597', '685', '631']",1,"['1246', '1419', '1498', '1586', '1449', '1449', '1449', '1449', '1449', '1511', '1489', '1198', '1249', '1014']"
B1_1001000408,1,"['257', '216', '204', '172']",1,"['316', '432', '500', '454', '385']"
B1_B001007,0,0,0,0
B1_B001464,1,"['289', '477', '673', '673', '673', '769', '673', '456', '513']",1,"['290', '479', '639', '639', '639', '735', '639', '456', '513']"
B1_B001474,1,"['2147', '2201', '4', '2653', '2900', '3032', '2829', '2829', '2829', '2829', '2831', '2829', '2829', '2831', '2831', '2697', '2684', '2802', '2645', '2615', '2633']",1,"['2147', '2201', '4', '2653', '2900', '3032', '2829', '2829', '2829', '2829', '2831', '2829', '2829', '2831', '2831', '2697', '2684', '2802', '2645', '2615', '2633']"
B1_B001551,0,0,0,0
B1_B001558,1,"['36', '79', '137', '183', '124', '81']",1,"['33', '78', '130', '183', '124', '81']"
B1_B002571,1,"['290', '394', '353', '267', '546']",1,"['289', '393', '352', '267', '546']"
B1_B002572,1,"['135', '103', '100']",1,"['135', '103', '100']"
B1_B003080,1,"['2', '2', '3604', '3939', '3884']",1,"['5', '4', '4', '3604', '35', '3303', '3297', '3290', '3290', '3290', '3290', '3290', '3290', '3290', '3979', '3744']"
B1_B003126,0,0,0,0
B1_B003129,1,30,1,30
B1_B003132,1,"['25', '17', '9', '12']",1,"['25', '17', '9', '12']"
B1_B003191,1,"['109', '202', '233', '251']",1,"['109', '202', '231', '251']"
B20_1001000339,1,4,0,0
B20_1001000407,1,"['869', '886', '989', '952', '952', '952', '821', '781']",1,"['1495', '1635', '1796', '1540', '1540', '1541', '1435', '1358', '1127']"
B20_1001000412,1,"['144', '282', '216', '255']",1,"['232', '487', '493', '594', '525', '472', '486']"
B20_B000422,1,"['152', '182', '182', '176']",1,"['152', '182', '182', '176']"
B20_B000901,0,0,0,0
B20_B001007,0,0,0,0
B20_B001008,1,"['161', '294', '333', '293']",1,"['161', '294', '333', '293']"
B20_B001010,1,"['186', '177', '162']",1,"['186', '177', '162']"
B20_B002073,1,88,1,88
B20_B002097,1,['30'],1,['30']
B20_B003518,1,"['351', '389', '308', '297', '378', '26', '18', '14']",1,"['351', '389', '308', '297', '378', '26', '18', '14']"
B20_B003527,1,"['1130', '1527', '1666', '1645', '1507', '1507', '1507', '1638', '1419', '1063']",1,"['1127', '1379', '1669', '1563', '1426', '1426', '1532', '1426', '1426', '1639', '1420', '1066']"
B21_1001000407,1,"['725', '931', '977', '966', '833', '783', '712', '39']",1,"['1273', '1485', '1597', '1552', '1440', '1440', '1644', '1328', '1440', '1145']"
B21_B000422,1,"['105', '89']",1,"['105', '89']"
B21_B002073,0,0,0,0
B21_B002074,0,0,0,0
B21_B002079,1,"['2', '435']",1,"['2', '435']"
B21_B003116,1,"['125', '361', '508']",1,"['125', '362', '508']"
B21_B003518,1,"['209', '300', '288']",1,"['209', '300', '277']"
B21_B003522,1,"['1155', '1255', '833', '876', '876', '876', '876', '1245', '954', '48']",1,"['1155', '1', '1255', '1274', '1274', '833', '823', '823', '890', '823', '1246', '952', '48']"
B21_B003771,1,"['15', '72']",1,"['15', '72']"
B21_B003776,1,"['177', '644', '2', '2', '384', '566', '607', '857', '1090', '1007']",1,"['177', '644', '2', '2', '384', '566', '607', '864', '1090', '1008']"
B21_B003777,1,"['78', '119', '229', '321', '558', '580', '704', '864', '45']",1,"['229', '321', '557', '579', '686', '866', '44']"
B21_B003894,0,0,0,0
B21_B003920,1,"['34', '83', '80', '106', '160']",1,"['34', '83', '80', '106', '160']"
B22_1001000339,1,"['7', '24', '30', '24', '21', '26', '26', '26']",1,"['7', '24', '30', '24', '21', '26', '26', '26']"
B22_1001000340,1,"['9', '35', '38', '44', '24', '27']",1,"['9', '35', '38', '44', '24', '27']"
B22_1001000408,1,"['287', '651', '693', '558', '606', '585']",1,"['510', '891', '1099', '1287', '942', '1121', '1004']"
B22_1001000412,1,"['260', '3', '632', '703', '583']",1,"['471', '1184', '4', '1169', '1320', '1155', '1194', '1154']"
B22_B000422,0,0,0,0
B22_B000883,0,0,0,0
B22_B002074,1,"['1027', '942', '942', '942', '942', '942', '942', '942', '942', '1027', '942', '1188', '1363', '901', '177']",1,"['1027', '942', '942', '942', '942', '942', '942', '942', '942', '1027', '942', '1189', '1364', '867', '179']"
B22_B002079,0,0,0,0
B22_B003120,1,['204'],1,['204']
B22_B003126,1,20,1,20
B22_B003129,0,0,0,0
B22_B003132,1,"['108', '148', '201', '193', '87', '177', '177', '218']",1,"['108', '148', '201', '193', '87', '177', '177', '218']"
B22_B003518,1,"['77', '279', '352', '333', '334', '346']",1,"['76', '265', '352', '333', '332', '346']"
B22_B003646,1,89,1,89
B22_B003776,1,"['200', '203', '419', '899', '1257', '1303', '1239', '1239', '1240', '1315', '1260']",1,"['199', '202', '418', '903', '1228', '1303', '1317', '1265']"
B22_B003894,1,"['203', '203', '214']",1,"['203', '203', '214']"
